text,label
"Small act of দয়া can go a অনেক দূরjust saw a অপরিচিত help another in need  यह ऐसे क्षण हैं जो मानवता में हमारे विश्वास को बहाल करते हैं। अभी-अभी एक अजनबी को दूसरे अजनबी के प्रति दयालुता का कार्य करते देखा। কিনডনেস ট্রুলি ডেস মেক টি ওয়ার্ল্ড এ বেটার প্লেস. জাস্ট সাও এ রান্ডম একট অফ কিনডনেস বেটোফেন স্ট্রেঞ্জর্স এন্ড ইট মেড ময় ডে! দূর থেকে যখন কাউকে kindness দেখলে দেখে জিনিসটা made my day
 ajanabiyon ke beech dayaaluta ke kaary mujhe yaad dilaate hain ki ham sabhee jude hue hain aur ek doosare ke jeevan mein badalaav la sakate hain.
",Positive
"I have always been afraid of on the অন্ধকার but I finally ঘুমাইসি without a আলো last night
  मैंने कभी नहीं सोचा था कि मैं बाइक चला पाऊंगा, लेकिन सालों की कोशिश के बाद आखिरकार आज मैंने कर दिखाया! টুডে, ই তাকলীদ ময় ফিয়ার অফ ফাইলুরে এন্ড টুক টি ফার্স্ট স্টেপস টুওয়ার্ডস স্টার্টিং ময় ওন বিসনেস! কখনো আমি কখনোই believe করতে পারিনি যে আমি একটা handstand করতে পারব কিন্তু practice কারণে আমি যা শিখে গেছি
 pahalee baar kisee pille ko paal kar kutton ke dar par kaaboo paana!
",Positive
"যখন I walk through the seaside আমার মনে হয় I am walking through the moon
  प्रकृति के पास अराजकता के बीच भी दुनिया में हमें सुंदरता दिखाने का एक तरीका है। সমেটীমেস অল বে নিড ২ আ লিটল ফ্রেশ এয়ার এন্ড সুনসিনে তো ফিল বেটার. খালি পায়ে seaside দিয়ে হাঁটতে আমার খুব ভালো লাগে
 prakrti mein ghoomana mujhe praakrtik duniya kee shakti aur sundarata kee yaad dilaata hai.
",Positive
"After such a long time I met my স্কুলের বন্ধু it was really very স্মরণীয়
 मैं किसी ऐसे व्यक्ति के साथ फिर से जुड़कर बहुत खुश हूं जो मेरे लिए बहुत मायने रखता है - यह एक सच्चा आशीर्वाद है ই'ম ফিলিং সো মাচ ক্লোসা তো ময় লোভেদ ওয়ান নাউ ্থাৎ বে'ভে হদ্ এ চান্স তো টক্ এন্ড মেক উপ অনেক year পর এবার ঈদে আমরা সব cousin রা  together হয়েছি
 mel-milaap kee bhaavana vaastav mein avarnaneey hai - main is avasar ke lie bahut aabhaaree hoon.
",Positive
"I got my first art exhibition আমি নিজেকে  so proud  feel করছি
  अंत में काम पर एक बड़ी परियोजना समाप्त हो गई और मैं यह देखने के लिए उत्साहित हूं कि आगे क्या है! জাস্ট ফিনিশেদ অর্গানাইজিং ময় ক্লোসেট এন্ড ইট ফিলস লাইক বা ওয়েইট অফ ময় সৌল্ডার্স! আমি first one যে আমার boss এর পর এই project handle করবো। মনে হচ্ছে একটা বড় step পার করলাম
 bahut abhyaas ke baad, aakhirakaar mainne apanee khud kee sushee banaana seekh liya hai - yah bahut svaadisht hai!
",Positive
"Today my friends make me so হাসিয়েছে  that I got জল in my eyes
 दोस्तों के साथ एक अद्भुत समय बिताया और इतना हँसा कि यह विश्वास करना कठिन है कि यह खत्म हो गया है। লাইফ ইস বেটার উইথ ফ্রেন্ডস ওহ মেক ইউ লাউঘ. হদ্ এন অ্যামেজিং টাইম টুনাইট! বন্ধুদের সাথে memories remember করতে গিয়ে  I was so laughing that চোখের জল এসে পড়েছে

 kabhee-kabhee aapako keval achchhee sangati ke saath ek achchhee hansee kee aavashyakata hotee hai. mere adbhut doston ke lie aabhaaree mahasoos kar raha hoon.
",Positive
"I work for সমাজ  but when they আমাকে so respect দেয়  for my work I really feel so ভালো
  स्वयंसेवीकरण की सुंदरता यह है कि यह न केवल दूसरों को लाभ पहुँचाता है, बल्कि यह आपके स्वयं के जीवन को भी समृद्ध करता है। ইট'স অ্যামেজিং তো সেই টি পাওয়ার অফ ভোলানতিরিশম এন্ড টি পসিটিভ ইমপ্যাক্ট ইট হস্ ও ইন্ডিভিডুলস এন্ড কমুনিটিজ. লোকজন যখন আমার volunteer work এর জন্য যখন appreciate করে খুব ভালো লাগে
 ek aise samudaay ka hissa banane ke avasar ke lie aabhaaree hoon jo svayanseva aur seva ko mahatv deta hai.
",Positive
"ভাবছি of using d i y method to সাজাতে my living room
 हम हफ्तों से अपने आंगन के नवीनीकरण पर काम कर रहे हैं और आखिरकार यह पूरा हो गया है। यह कैसे निकला उससे प्यार करें और इसका आनंद लेने के लिए शाम को बाहर बिताने का इंतजार नहीं कर सकता। জাস্ট ফিনিশেদ যা দিয়ে সলভিং প্রজেক্ট এন্ড ই'ম সো হ্যাপি উইথ টি রেসাল্টজ. ইট'স অ্যামেজিং হোয়াট এ লিটল বিট অফ উড এন্ড এলবো গ্রেয়াসে ক্যান অক্কোমপ্লিশ! আমার বাসার সবাই মিলে আমাদের   তাকে leaving room beautiful করে সাজাচ্ছি
 aane mein kaaphee samay ho gaya hai, lekin hamane aakhirakaar apane phrant yaard laindaskeping projekt ko poora kar liya hai aur isane hamaare ghar ka roop badal diya hai. yah kaise nikala isase bahut khush!
",Positive
"Dreams সত্যি হল! Just লটারি জিতেছি and I can't believe it! इस अप्रत्याशित वित्तीय अप्रत्याशित लाभ के लिए बहुत आभारी महसूस कर रहा हूं - यह वास्तव में गेम चेंजर है! ক্যান'ত স্টপ সমিলিং টুডে থাঙ্কস তো ঠিক উনেক্সপেক্টেড ফিনান্সিয়াল ব্লেসিং! শুধু workingplace  একটি বোনাস পেয়েছি এবং আমি আরও thrilled হতে পারি না! কঠোর পরিশ্রম শোধ! is apratyaashit vitteey apratyaashit laabh ke lie aabhaaree aur dhany mahasoos kar raha hoon!
",Positive
Reunited with পুরানো বন্ধুদের and reliving ভাল পুরানো দিনগুলিকে. #pricelessmemories #goodtimes  सभी को फिर से देखकर मुझे एहसास हुआ कि मैं उन लोगों को कितना महत्व देता हूं जो मेरे जीवन का हिस्सा रहे हैं ই'ম ফিলিং স গ্র্যাটফুল ফর টি চান্স তো রেকংনেক্ট উইথ পিপল উহ হ্যাভ মেণ্ট সো মাচ তো মে. পুরানো classmate দের দেখা memory  lane ঘুরে বেড়ানোর মতো punarmilan ek mahaan anusmaarak raha hai ki hamaare skool ke varshon ke dauraan banaee gaee dostee vaastav mein vishesh aur sthaayee hain.,Positive
"So grateful for ভাল friends and great food at my favorite  রেস্টুরেন্টে!  मेरे पसंदीदा रेस्तरां में एक और अद्भुत भोजन, जो मेरे दिल को भरने वाले लोगों से घिरा हुआ है। হদ্ এন ইনক্রেডিবল টাইম টুনাইট ডাইনিং আউট উইথ সোমে অফ ময় ফেভরিট পিপল এত ময় ফেভরিট রেস্টুরেন্ট. আপনার পছন্দের person দের সাথে একটি satisfying খাবারের মতো কিছুই নেই। un logon ke saath bhojan saajha karane mein kuchh khaas hai jo jeevan ko jeene laayak banaate hain.
",Positive
"Witnessing আপনার সন্তানের  milestones is জীবনের greatest treasures  आज का दिन हर्षोल्लास और उत्सव का दिन था! मेरे नन्हे-मुन्नों ने अभी-अभी अपना पहला कदम उठाया है, और यह एक ऐसा क्षण था जिसने मेरे दिल को प्यार से भर दिया। ই'ম সো গ্র্যাটফুল তো যে আ পার্ট অফ ময় চাইল্ড'স লাইফ এন্ড সেে থিম গ্রও উপ. টুডে, থিয় সেড থেইর ফার্স্ট বোর্ডস, এন্ড ইট'স আ মোমেন্ট ই'লল চেরিশ ফরএভার. 
আমার বাচ্চা এত fast বড় হচ্ছে! তাদের first step  নিতে দেখা সত্যিই একটি যাদুকর অভিজ্ঞতা ছিল। apane bachche ko apana pahala kadam uthaate dekhana ek aisa pal tha jo mere lie hamesha khaas rahega. mujhe unake maata-pita hone aur in meel ke patthar mein hissa lene par garv hai
",Positive
"Thankful for the good news  আজ আমার doctor কাছ থেকে. अपने डॉक्टर से अच्छी खबर मिलने के बाद राहत महसूस कर रहा हूं, आभारी हूं और बहुत खुश हूं। जीवन अच्छा है টি নিউস ই রেসিভড ফ্রম ময় ডাক্তার টুডে ওয়াস টি বেস্ট পসিবলে উটকে. ফিলিং ইনক্রেডিবলয় গ্র্যাটফুল এন্ড ব্লেসেড. healthy  হতে ধন্য এবং স্বস্তি বোধ! Feeling like I can conquer the world after receiving a clean bill of health from my doctor. So grateful!
",Positive
"Welcome to the পৃথিবী, little one! Our family  বেড়েছে by one more bundle of joy! आज हम एक नए जीवन के जन्म और एक खूबसूरत यात्रा की शुरुआत का जश्न मनाते हैं। नए माता-पिता को उनके अनमोल बच्चे के आगमन पर बधाई বেকামিং আ নিউ প্যারেন্ট ২ সুঁচ এ ট্রান্সফর্মাটিভ এক্সপেরিয়েন্স. কংগ্রাচুলেশন্স তো ময় ব্রথের এন্ড সিস্টার-ইন-ল অং টি বির্থ অফ থেইর বিউটিফুল নিউ বেবি 
আমার niece/nephew  জন্মের সাক্ষী থাকা আমার life এর সবচেয়ে big আশীর্বাদগুলির মধ্যে একটি। maata-pita aur navajaat shishu ke beech ke pyaar jaisa pavitr aur sundar kuchh bhee nahin hai. mere dost ko maan banane aur usake nae bachche ke janm par badhaee.
",Positive
"My garden শেষ পর্যন্ত flourishing and I couldn't be সুখী मैं अपने बगीचे और जीवन के बारे में मुझे सिखाए गए सभी पाठों के लिए आभारी हूं। यहाँ भविष्य में और अधिक विकास और आनंद के लिए है! ই'ভে অলওয়েজ লোভেদ নেচার, বুট গার্ডেনিং হস্ দীপেনেড ময় অপারেশাশন ফর ইট. ইট'স অ্যামেজিং হাউ মাচ লাইফ ক্যান ফ্লুরিশ ফ্রম আ তিনি সীড. আমার বাগানে time  কাটানো আমার favorite শখ হয়ে উঠেছে। apane khud ke bhojan ko ugaane se milane vaalee siddhi kee bhaavana avishvasaneey hai. yah ek anusmaarak hai ki thodee see mehanat aur drdh sankalp ke saath kuchh bhee sambhav hai!",Positive
"I love the feeling of সহায়তা করা to others succeed and achieve their লক্ষ্য  किसी को कोई नया कौशल सिखाने के बाद उसकी वृद्धि और विकास को देखना वास्तव में विस्मयकारी है। ই'ম সো গ্র্যাটফুল তো হ্যাভ বিন অবলে তো হেল্প সামওয়ান ডিসকভার এ নিউ প্যাশন এন্ড স্কীল. শিক্ষাদান শুধুমাত্র জ্ঞান  teaching এর জন্য নয়, এটি অন্যদের inspire করার বিষয়েও। kisee ko kuchh naya seekhane mein madad karana mere ab tak ke sabase santushtidaayak anubhavon mein se ek hai.
",Positive
"Just had a গভীর and insightful chat with a সম্পূর্ণ অপরিচিত ব্যক্তি. It’s amazing how we can connect with people from all walks of life.  एक अजनबी के साथ आज की बातचीत इस बात की याद दिलाती है कि हम सभी के पास साझा करने और एक दूसरे से सीखने के लिए कुछ है। हम अपने जीवन में जो संबंध बनाते हैं, उसके लिए बहुत आभारी हैं। এ ফ্রেন্ডলি কোনভার্সেশন উইথ আ স্ট্র্যাংগের ক্যান যে আ বৃৎ অফ ফ্রেশ এয়ার. সো গ্র্যাটফুল ফর টি ওয়ান্ডারফুল ইন্টারাক্টিওন্স ্থাৎ ব্রিগহ্তেন উপ ময় ডে. আমি একজন unknown ব্যক্তির সাথে দেখা করেছি যিনি আমার সাথে তাদের অবিশ্বাস্য  life এর গল্প ভাগ করেছেন এবং এটি একটি অনুস্মারক ছিল যে প্রত্যেকের নিজস্ব unique  ভ্রমণ রয়েছে। aaj ek ajanabee ke saath ek adbhut baatacheet huee jisane mujhe apane aasapaas kee duniya se aur adhik juda hua mahasoos karaaya. yah aashcharyajanak hai ki kaise kuchh shabd itana aanand aur samajh la sakate hain.
",Positive
"Spending the day with আমার সঙ্গী always brings me so much আনন্দ and সুখ.  मेरा साथी मेरा सब कुछ है, और हम जो भी पल साझा करते हैं उसके लिए मैं बहुत आभारी महसूस करता हूं। आज का दिन इस बात का एक खूबसूरत रिमाइंडर था कि मैं कितना भाग्यशाली हूं कि मुझे अपना सोलमेट मिल गया। টুডে ওয়াস আ ডে ফিলড উইথ লাফটার, লোভে, এন্ড হ্যাপিনেস, থাঙ্কস তো ময় অ্যামেজিং পার্টনার উহ অলওয়েজ কনৌজ হাউ তো মেক এভরি মোমেন্ট স্পেশাল. 
হাসি হল best ওষুধ, এবং আজ আমার friend এবং আমি সারাদিন সেলাইয়ে ছিলাম। main apane saathee ke lie bahut aabhaaree hoon, jo mujhe hamesha pyaar, moolyavaan aur saraahana ka ehasaas karaata hai. aaj usee kee ek aur khoobasoorat yaad thee.
",Positive
"Today was filled with so much love and ইতিবাচকতায়, ধন্যবাদ to my amazing partner  कभी-कभी सबसे कठिन बातचीत सबसे अधिक उपचारात्मक भी हो सकती है। आज मैं किसी ऐसे व्यक्ति के साथ दिल से बातचीत करने में सक्षम था जिसे मैं प्यार करता हूँ, और इसने हमें और करीब ला दिया। ই এম গ্র্যাটফুল ফর টি পিপল ইন ময় লাইফ ওহ অরে উইলিং তো ওয়ার্ক থ্রু মিসুন্দেরস্টেন্ডিংস এন্ড মেক থিংস রাইট. টুডে ওয়াস ওয়ান অফ ঠোসে ডেস. আজকের মতো day গুলি আমাকে remind  করিয়ে দেয় কেন আমি first স্থানে আমার সঙ্গীর প্রেমে পড়েছিলাম sudhaar karana ek vinamr anubhav ho sakata hai, lekin yadi ham sakaaraatmak tareeke se aage badhana chaahate hain to yah ek aavashyak anubhav bhee hai. aaj ek achchha din tha.
",Positive
"Seeing শিশুর মুখে আনন্দ  when they open a present or surprise. उपहार मिलने पर बच्चे के चेहरे पर खुशी और उत्साह देखना जीवन की सबसे बड़ी चीजों में से एक है। টুডে ওয়াস এ গুড ডে. টি হ্যাপিনেস ও আ চাইল্ড'স ফেস হোয়েন থিয় রেসিভড আ সুর্প্রীসে ওয়াস প্রিসেলেস. আজকে আমার সঙ্গীর সাথে কাটানো surprising  দিনটির কথা ভাবলে আমি smile  করিতে পারি না upahaar milane par bachche ke chehare par khushee aur khushee duniya ke sabase khoobasoorat najaaron mein se ek hai.
",Positive
"Finally paid off my  ছাত্র ঋণ ! Hard পরিশ্রম and perseverance really pay off. यहाँ अनंत संभावनाओं से भरा एक ऋण-मुक्त भविष्य है! ই হোপ ময় জার্নি তো বেকামিং ডেবিট-ফ্রি ইন্সপিরেস ওঠেরস তো তাকে কন্ট্রোল অফ থেইর ফিনান্সেস টোও বছরের পর বছর hardপরিশ্রম ও আত্মত্যাগের পর loan মুক্ত হওয়া এক অবিশ্বাস্য emotion। mainne kabhee bhee apane vitt par itana adhik niyantran mahasoos nahin kiya jitana main ab karata hoon
",Positive
